Partner_ID,Recommended_Products,Similarity_Scores
880_62,"['PSS(Compact Sub-Stations)', 'Modular Switches', 'Controller']","[2.5757199873651295, 2.563731384950789, 2.538957138405449]"
881_44,"['Solar Solutions', 'VCU(Vacuum Contactor Units)', 'RMU(Ring Main Unit)']","[3.3775037131024024, 3.3426274123055997, 3.297370335151479]"
882_32,"['E-House', 'Starter', 'SDF(Switch Disconnectors)']","[3.488520943208888, 2.672024362281162, 2.6551876098755547]"
883_16,"['RMU(Ring Main Unit)', 'VCB(Vacuum Circuit Breaker)', 'Pump Starter and Controller']","[4.428654306095829, 4.428654306095829, 3.53976541720694]"
884_69,"['ACB(Air Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'Controller']","[3.3276765995753577, 2.5027186881910524, 2.5027186881910524]"
885_63,"['VCB(Vacuum Circuit Breaker)', 'Solar Solutions', 'VCU(Vacuum Contactor Units)']","[3.4117392318229003, 2.5684651891113326, 1.6682319540958732]"
886_97,"['Controller', 'ACB(Air Circuit Breaker)', 'Modular Switches']","[3.550285344797881, 3.527668414752787, 2.6457513110645903]"
887_45,"['BBT(Busbar Trunking)', 'Solar Solutions', 'E-House']","[3.4797573604620116, 3.3693009251528316, 2.585330169462096]"
888_80,"['BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[3.5116422838212524, 1.7638342073763935, 1.7251911463997647]"
889_52,"['Solar Solutions', 'E-House', 'VCB(Vacuum Circuit Breaker)']","[4.243744091975492, 3.418786180591186, 3.3909412265530494]"
890_76,"['VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'Modular Switches']","[3.495817564032517, 2.5595067033536343, 1.752543521320949]"
891_18,"['VCU(Vacuum Contactor Units)', 'E-House', 'VCB(Vacuum Circuit Breaker)']","[4.071444092586072, 3.2549475116583455, 2.4384509307306192]"
892_44,"['Modular Switches', 'VCB(Vacuum Circuit Breaker)', 'Solar Solutions']","[4.071447339541223, 3.271447339541223, 2.490308509457033]"
893_77,"['PSS(Compact Sub-Stations)', 'E-House', 'RMU(Ring Main Unit)']","[4.453117804088154, 3.5485837703548633, 2.6753400263103764]"
894_76,"['PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)', 'Pump Starter and Controller']","[3.336463908191746, 3.336463908191746, 2.4931898654801783]"
895_46,"['Modular Switches', 'E-House', 'BBT(Busbar Trunking)']","[3.6226930102907815, 3.5839903809783618, 2.6840132226026894]"
896_19,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'Modular Switches']","[3.612870929175277, 2.7128709291752773, 1.8000000000000003]"
897_64,"['Controller', 'ACB(Air Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)']","[3.5811656577580755, 2.6992485540698787, 2.6992485540698787]"
898_84,"['AIS(Air Insulated Switchgear)', 'Solar Solutions', 'Pump Starter and Controller']","[2.6160254037844384, 2.6160254037844384, 2.607050807568877]"
899_70,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'SDF(Switch Disconnectors)']","[3.299831645537221, 2.5249158227686106, 2.5249158227686106]"
900_88,"['E-House', 'Starter', 'RMU(Ring Main Unit)']","[3.235723669770611, 2.4903085094570327, 2.445154254728516]"
901_80,"['BBT(Busbar Trunking)', 'SDF(Switch Disconnectors)', 'RMU(Ring Main Unit)']","[3.494854315707716, 2.649700060979199, 2.637711458564859]"
902_34,"['ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)', 'RMU(Ring Main Unit)']","[2.6375955191904317, 2.5866209404205556, 1.7672072394119422]"
903_57,"['VCU(Vacuum Contactor Units)', 'Solar Solutions', 'RMU(Ring Main Unit)']","[3.418598892992013, 3.418598892992013, 2.5525734892075747]"
904_51,"['VCB(Vacuum Circuit Breaker)', 'SDF(Switch Disconnectors)', 'MCCB(Moduled Case Circuit Breaker)']","[4.080877924499127, 2.4903085094570327, 2.4903085094570327]"
905_15,"['ACB(Air Circuit Breaker)', 'Pump Starter and Controller', 'SDF(Switch Disconnectors)']","[2.4451542547285166, 2.4451542547285166, 2.4451542547285166]"
906_53,"['E-House', 'Modular Switches', 'Starter']","[3.4187110170235924, 3.3730961708462717, 2.529822128134704]"
907_81,"['Controller', 'Modular Switches', 'BBT(Busbar Trunking)']","[3.4193430137685263, 2.6138122933841372, 1.788854381999832]"
908_31,"['MCCB(Moduled Case Circuit Breaker)', 'Pump Starter and Controller', 'BBT(Busbar Trunking)']","[3.693745870505823, 2.9866390893192754, 2.279532308132728]"
909_20,"['E-House', 'PSS(Compact Sub-Stations)', 'MCCB(Moduled Case Circuit Breaker)']","[2.6251788368903237, 2.6122296662930493, 1.7591534331058851]"
910_88,"['BBT(Busbar Trunking)', 'Controller', 'Solar Solutions']","[2.7380480291896183, 2.733491153832, 1.828957120098709]"
911_30,"['Solar Solutions', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[3.381880721829937, 2.7320508075688776, 1.8660254037844388]"
912_26,"['VCB(Vacuum Circuit Breaker)', 'E-House', 'Starter']","[3.5371941439662846, 3.5149970093887264, 2.7122362325819793]"
913_86,"['VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'RMU(Ring Main Unit)']","[3.495817564032517, 2.610659851641982, 2.610659851641982]"
914_66,"['ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)', 'Pump Starter and Controller']","[3.33729751267782, 3.1990232527440265, 3.1990232527440265]"
915_79,"['Solar Solutions', 'Starter', 'RMU(Ring Main Unit)']","[4.429601540627978, 2.694427190999916, 2.6714852103069453]"
916_19,"['AIS(Air Insulated Switchgear)', 'SDF(Switch Disconnectors)', 'Pump Starter and Controller']","[2.511857892036909, 2.511857892036909, 2.511857892036909]"
917_54,"['AIS(Air Insulated Switchgear)', 'E-House', 'BBT(Busbar Trunking)']","[3.1402865886521765, 2.3825266718163003, 1.5910932501692097]"
918_16,"['Controller', 'BBT(Busbar Trunking)', 'Pump Starter and Controller']","[3.5106598516419822, 3.4687761819630154, 3.4687761819630154]"
919_14,"['VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'BBT(Busbar Trunking)']","[3.603023793987674, 2.1888102316145788, 2.121320343559643]"
920_53,"['ACB(Air Circuit Breaker)', 'Pump Starter and Controller', 'Controller']","[4.5710324298576115, 2.7532233882755484, 2.7532233882755484]"
921_46,"['E-House', 'Modular Switches', 'Controller']","[2.6330386438328133, 2.6330386438328133, 2.598892889878012]"
922_42,"['ACB(Air Circuit Breaker)', 'Controller', 'MCCB(Moduled Case Circuit Breaker)']","[3.297370335151479, 3.262494034354676, 3.262494034354676]"
923_64,"['RMU(Ring Main Unit)', 'Solar Solutions', 'PSS(Compact Sub-Stations)']","[3.661554227225791, 3.661554227225791, 1.812870929175277]"
924_55,"['Pump Starter and Controller', 'E-House', 'Modular Switches']","[4.139164013987983, 3.3485945989458883, 3.294009759259467]"
925_66,"['ACB(Air Circuit Breaker)', 'Pump Starter and Controller', 'VCB(Vacuum Circuit Breaker)']","[3.477802865422441, 2.602802865422441, 2.602802865422441]"
926_4,"['RMU(Ring Main Unit)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[3.3164965809277263, 3.3164965809277263, 2.483163247594393]"
927_40,"['Pump Starter and Controller', 'Controller', 'Starter']","[2.611164839335468, 1.7510931257064688, 1.7407765595569786]"
928_40,"['PSS(Compact Sub-Stations)', 'RMU(Ring Main Unit)', 'ACB(Air Circuit Breaker)']","[3.619670557546824, 2.6351743496280626, 1.861554227225791]"
929_82,"['Modular Switches', 'MCCB(Moduled Case Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[3.502968924177542, 3.502968924177542, 2.6596948814659744]"
930_23,"['VCB(Vacuum Circuit Breaker)', 'SDF(Switch Disconnectors)', 'AIS(Air Insulated Switchgear)']","[2.5912165501842033, 1.7549142926733274, 1.6865480854231358]"
931_11,"['Modular Switches', 'VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)']","[3.3699895831289255, 2.595392913887442, 1.7788963329597158]"
932_88,"['Solar Solutions', 'AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)']","[4.321854276542221, 3.4885209432088877, 3.3960341767696702]"
933_11,"['BBT(Busbar Trunking)', 'RMU(Ring Main Unit)', 'Solar Solutions']","[3.5992687286933167, 3.579841537693401, 2.704841537693401]"
934_71,"['VCB(Vacuum Circuit Breaker)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[2.6709872594963104, 2.6162326606420665, 1.77098725949631]"
935_17,"['Starter', 'BBT(Busbar Trunking)', 'VCB(Vacuum Circuit Breaker)']","[3.5196285622530556, 3.441357072702427, 2.6624857051101984]"
936_85,"['Modular Switches', 'Controller', 'MCCB(Moduled Case Circuit Breaker)']","[4.313213371591101, 2.594385102384221, 2.5527607768067466]"
937_74,"['Pump Starter and Controller', 'Solar Solutions', 'ACB(Air Circuit Breaker)']","[3.3819666303374882, 3.3819666303374882, 2.557008718953183]"
938_29,"['Controller', 'VCB(Vacuum Circuit Breaker)', 'E-House']","[2.9689646732234563, 2.9689646732234563, 2.267786838055363]"
939_84,"['BBT(Busbar Trunking)', 'PSS(Compact Sub-Stations)', 'AIS(Air Insulated Switchgear)']","[4.321631134629321, 2.6160254037844384, 2.59382826920688]"
940_96,"['Solar Solutions', 'Modular Switches', 'VCU(Vacuum Contactor Units)']","[3.4187110170235924, 3.3730961708462712, 2.5754369743120247]"
941_56,"['E-House', 'VCB(Vacuum Circuit Breaker)', 'RMU(Ring Main Unit)']","[4.495569818388809, 3.6205698183888098, 2.7956119070045045]"
942_62,"['VCU(Vacuum Contactor Units)', 'Solar Solutions', 'RMU(Ring Main Unit)']","[3.466131319247767, 3.457637091053326, 2.5757199873651295]"
943_28,"['VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[3.8054934581524815, 3.0983866769659336, 3.030896788910998]"
944_72,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'RMU(Ring Main Unit)']","[3.3637626230418047, 1.6499158227686106, 1.6499158227686106]"
945_60,"['SDF(Switch Disconnectors)', 'ACB(Air Circuit Breaker)', 'Starter']","[3.459853672991319, 1.801439750477924, 1.7410254037844386]"
946_36,"['Modular Switches', 'ACB(Air Circuit Breaker)', 'Controller']","[2.792557203836342, 2.6384437522713484, 2.573858098964834]"
947_57,"['PSS(Compact Sub-Stations)', 'Controller', 'Solar Solutions']","[3.296041083471746, 2.4795445025440204, 2.4285253628588515]"
948_33,"['ACB(Air Circuit Breaker)', 'Solar Solutions', 'E-House']","[2.4751037788054244, 2.4402274780086217, 1.7185771302222723]"
949_66,"['SDF(Switch Disconnectors)', 'RMU(Ring Main Unit)', 'Modular Switches']","[4.414759253018513, 3.5147592530185134, 3.5147592530185134]"
950_79,"['RMU(Ring Main Unit)', 'Pump Starter and Controller', 'ACB(Air Circuit Breaker)']","[3.544668900809725, 2.6214814054849582, 0.8807048459279794]"
951_66,"['BBT(Busbar Trunking)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[2.9634069008560626, 2.8959170128011262, 2.1888102316145788]"
952_77,"['Solar Solutions', 'VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)']","[2.7777777777777777, 2.7777777777777777, 2.732162931600457]"
953_11,"['Pump Starter and Controller', 'Modular Switches', 'E-House']","[4.089052006637289, 3.287268280900016, 2.485484555162743]"
954_22,"['VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)', 'VCU(Vacuum Contactor Units)']","[3.290308509457033, 3.2451542547285164, 2.4451542547285166]"
955_71,"['BBT(Busbar Trunking)', 'VCB(Vacuum Circuit Breaker)', 'Solar Solutions']","[2.654242615900366, 1.8708286933869704, 1.8708286933869704]"
956_36,"['VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)', 'BBT(Busbar Trunking)']","[3.457535344919446, 2.595817564032517, 1.7377012337114839]"
957_86,"['VCB(Vacuum Circuit Breaker)', 'Pump Starter and Controller', 'RMU(Ring Main Unit)']","[4.241254250276823, 3.404594223742747, 3.396099995548306]"
958_42,"['SDF(Switch Disconnectors)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[4.313213371591101, 2.5854105061686603, 2.572187967806663]"
959_27,"['Starter', 'RMU(Ring Main Unit)', 'PSS(Compact Sub-Stations)']","[2.5866209404205556, 2.5743489909630997, 2.5743489909630997]"
960_14,"['Pump Starter and Controller', 'Modular Switches', 'Controller']","[2.595817564032517, 2.5446644157441685, 1.752543521320949]"
961_97,"['RMU(Ring Main Unit)', 'VCB(Vacuum Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[4.215214055163271, 4.215214055163271, 3.349188651378832]"
962_61,"['Solar Solutions', 'PSS(Compact Sub-Stations)', 'AIS(Air Insulated Switchgear)']","[3.2768875045426977, 3.2420112037458946, 2.4751037788054244]"
963_17,"['RMU(Ring Main Unit)', 'SDF(Switch Disconnectors)', 'AIS(Air Insulated Switchgear)']","[3.144851053892361, 3.084283418983089, 2.3889221078739067]"
964_41,"['VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'RMU(Ring Main Unit)']","[2.4357236697706113, 2.426293084812706, 2.3810796622705412]"
965_15,"['PSS(Compact Sub-Stations)', 'Solar Solutions', 'RMU(Ring Main Unit)']","[2.5158553180454986, 1.6825219847121649, 1.6825219847121646]"
966_60,"['AIS(Air Insulated Switchgear)', 'E-House', 'Pump Starter and Controller']","[3.122325523453953, 3.122325523453953, 2.4152187422674056]"
967_92,"['PSS(Compact Sub-Stations)', 'BBT(Busbar Trunking)', 'Starter']","[3.395847531919142, 2.5298221281347035, 1.7092994464960065]"
968_22,"['RMU(Ring Main Unit)', 'SDF(Switch Disconnectors)', 'Controller']","[3.414958849237505, 3.3323473679664612, 3.3323473679664612]"
969_45,"['BBT(Busbar Trunking)', 'RMU(Ring Main Unit)', 'VCU(Vacuum Contactor Units)']","[3.336463908191746, 2.5115059968074407, 1.7138468002731941]"
970_84,"['VCB(Vacuum Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'Pump Starter and Controller']","[3.282823076116512, 2.4663264951887856, 2.4663264951887856]"
971_63,"['VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)']","[3.4165828261570876, 3.4165828261570876, 2.571428571428571]"
972_67,"['Solar Solutions', 'VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)']","[2.5754369743120247, 2.529822128134704, 1.6865480854231358]"
973_13,"['BBT(Busbar Trunking)', 'Starter', 'Controller']","[3.5201610293461663, 2.6630181722033095, 2.5943409295736153]"
974_47,"['Controller', 'Solar Solutions', 'Modular Switches']","[3.971708245126284, 2.3905694150420946, 2.3811388300841894]"
975_51,"['VCB(Vacuum Circuit Breaker)', 'Solar Solutions', 'RMU(Ring Main Unit)']","[3.9506233307178547, 3.9506233307178547, 3.134126749790129]"
976_45,"['Solar Solutions', 'ACB(Air Circuit Breaker)', 'Pump Starter and Controller']","[3.441462378096463, 2.5981883353848954, 2.5754369743120247]"
977_7,"['SDF(Switch Disconnectors)', 'Modular Switches', 'MCCB(Moduled Case Circuit Breaker)']","[3.444737270741589, 2.5866209404205556, 0.8703882797784893]"
978_65,"['Modular Switches', 'Pump Starter and Controller', 'RMU(Ring Main Unit)']","[3.534025591766267, 2.6521084880780696, 2.636831396361524]"
979_83,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'Starter']","[2.6160254037844384, 2.574957911384305, 2.574957911384305]"
980_52,"['RMU(Ring Main Unit)', 'ACB(Air Circuit Breaker)', 'SDF(Switch Disconnectors)']","[4.199358737117773, 3.3660254037844393, 2.532692070451106]"
981_59,"['Modular Switches', 'RMU(Ring Main Unit)', 'E-House']","[2.462064267658244, 2.4152187422674056, 2.4152187422674056]"
982_81,"['E-House', 'AIS(Air Insulated Switchgear)', 'Controller']","[4.144411138042873, 2.485484555162743, 2.485484555162743]"
983_38,"['MCCB(Moduled Case Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'VCU(Vacuum Contactor Units)']","[3.525300728108648, 2.667184397787615, 1.8136249428242]"
984_59,"['Starter', 'MCCB(Moduled Case Circuit Breaker)', 'Pump Starter and Controller']","[3.488520943208888, 2.6551876098755542, 2.575650014033611]"
985_59,"['E-House', 'AIS(Air Insulated Switchgear)', 'Solar Solutions']","[3.017786838055363, 2.974893619241911, 2.974893619241911]"
986_5,"['PSS(Compact Sub-Stations)', 'VCU(Vacuum Contactor Units)', 'E-House']","[2.574348990963099, 1.7285046100995225, 0.8581163303210332]"
987_6,"['Controller', 'VCU(Vacuum Contactor Units)', 'E-House']","[3.427760776806747, 2.6160254037844384, 2.59382826920688]"
988_68,"['E-House', 'PSS(Compact Sub-Stations)', 'Modular Switches']","[2.602802865422441, 1.7694271909999157, 1.7694271909999157]"
989_32,"['RMU(Ring Main Unit)', 'Solar Solutions', 'PSS(Compact Sub-Stations)']","[2.7431515501542334, 2.7431515501542334, 1.792557203836342]"
990_81,"['BBT(Busbar Trunking)', 'SDF(Switch Disconnectors)', 'Solar Solutions']","[2.6140800352886533, 2.6140800352886533, 2.607108250087961]"
991_88,"['VCB(Vacuum Circuit Breaker)', 'Pump Starter and Controller', 'Solar Solutions']","[3.5865012330784056, 3.540083529666148, 1.8579966229788831]"
992_98,"['VCU(Vacuum Contactor Units)', 'Controller', 'Starter']","[3.307288739692589, 2.4739554063592557, 2.4739554063592557]"
993_10,"['E-House', 'Controller', 'Pump Starter and Controller']","[3.084283418983089, 3.0237157840738176, 2.328354472964635]"
994_65,"['Modular Switches', 'Pump Starter and Controller', 'Solar Solutions']","[2.720586819359841, 1.831697930470952, 1.7777777777777777]"
995_48,"['MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'SDF(Switch Disconnectors)']","[2.55014905778407, 2.5115059968074416, 1.706875015072502]"
996_99,"['ACB(Air Circuit Breaker)', 'BBT(Busbar Trunking)', 'Pump Starter and Controller']","[4.078671230279971, 3.2768875045426973, 2.405351177211819]"
997_83,"['VCB(Vacuum Circuit Breaker)', 'RMU(Ring Main Unit)', 'Pump Starter and Controller']","[4.165685232306558, 3.349188651378832, 3.349188651378832]"
998_1,"['Pump Starter and Controller', 'Modular Switches', 'E-House']","[4.412969292599227, 3.459506703353634, 2.6967366319571604]"
999_85,"['SDF(Switch Disconnectors)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[1.7162326606420664, 1.7162326606420664, 1.7162326606420664]"
1000_24,"['AIS(Air Insulated Switchgear)', 'BBT(Busbar Trunking)', 'Starter']","[3.3674016588509397, 2.565617933113667, 2.565617933113667]"
